id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count
228496,"Spacious, Kid-Friendly 2 BR in West Village",1192424,Gordon,Manhattan,West Village,Entire home/apt,225,3,13,2019.5.26,0.15,1
228517,Great Bedroom in Downtown Manhattan,1192610,Raven,Manhattan,Chinatown,Private room,110,30,59,2019.6.24,0.64,1
228925,Beautiful Brownstone,1194377,Marceline,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,7,63,2019.6.26,1.87,1
228979,1BDR - Hell's Kitchen Hideaway,1190088,Tim,Manhattan,Hell's Kitchen,Private room,130,2,52,2018.8.14,0.55,1
229367,COMFY ROOM/COFFEE AND BAGEL/WEEKLY DISCOUNT,1097545,Carol,Manhattan,East Village,Private room,89,1,278,2019.7.3,2.95,3
229874,Oversized Studio in Park Slope,507304,Derrick,Brooklyn,Sunset Park,Entire home/apt,200,5,1,2012.1.2,0.01,1
230321,Apt with EmpireState view-Subway around the corner,1203500,Civan,Brooklyn,Bedford-Stuyvesant,Entire home/apt,80,2,35,2019.6.9,0.4,1
230854,Zen Yankee Stadium Pad 5 Minutes To Manhattan!,12221,Lori,Bronx,Concourse,Private room,50,5,235,2019.6.29,2.49,2
230877,Monthly Apartment Rental,292204,Blanca,Manhattan,East Harlem,Entire home/apt,135,28,115,2019.6.30,1.21,2
230956,Wonderfully inviting East Village,1207399,Mark,Manhattan,East Village,Private room,90,1,109,2015.10.2,1.15,1
231414,TURQUOISE: One-Bedroom Apt. in Soho,1184442,Roberto,Manhattan,SoHo,Private room,270,5,1,2013.7.9,0.01,1
232612,"Lovely pied-_-terre, in an historic building",1217241,Dee,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,3,305,2019.6.27,3.24,1
232618,"Spacious, well furnished, high fl. beautiful views",763420,Selma,Manhattan,East Harlem,Entire home/apt,145,1,102,2019.6.18,1.52,1
233189,NYC Studio in Heart of Times Square,1220414,Michael,Manhattan,Hell's Kitchen,Entire home/apt,179,30,83,2019.5.31,0.88,1
233638,rooms for rent in Queens with piano,1012895,Melody,Queens,Ridgewood,Private room,55,1,19,2018.7.31,0.25,1
233662,Large Sunny Luxe Prvt Room/Midtown,1223568,Tiffany,Manhattan,Midtown,Private room,110,2,61,2019.5.18,0.65,1
234184,Spacious Stunning Harlem Townhouse,902054,William,Manhattan,Harlem,Entire home/apt,325,5,89,2019.6.30,0.94,1
234870,Private Room With GREAT Location,1229984,John,Queens,Long Island City,Private room,75,30,65,2017.7.31,0.74,3
235552,HUGE Sunny Duplex Loft with Garden,1234405,Bertie,Brooklyn,South Slope,Entire home/apt,300,1,40,2019.6.16,0.44,1
235651,LARGE ARTSY Room w/ Loft Bed 4 DOOGLERS!,83257,Olan,Manhattan,West Village,Private room,130,30,80,2019.4.26,0.86,2
235951,Stylish Studio with exclusive Terrace,1236070,Dan,Manhattan,Midtown,Entire home/apt,190,30,136,2019.6.19,1.45,1
235960,"LES private apt, 1 bedroom & more",1236817,Blue,Manhattan,Lower East Side,Entire home/apt,200,3,100,2018.5.28,1.06,1
236671,"Williamsburg Garden Home, 5 minutes from Manhattan",1240820,Triny,Brooklyn,Williamsburg,Entire home/apt,180,2,125,2019.7.6,1.36,3
236788,"HUGE, modern 2-LEVEL Brooklyn apt",4166168,Nick And NoÃ©mie,Brooklyn,DUMBO,Entire home/apt,350,5,40,2019.4.14,0.5,1
236806,charming 2bdrm apt in East Village,1151987,Juvie,Manhattan,East Village,Entire home/apt,160,4,0,,,1
237127,LOCATION LOCATION LOCATION Liz's,1146958,Liz,Manhattan,Kips Bay,Entire home/apt,195,30,139,2019.4.28,1.59,4
237210,Manhattan Loft in Prime East Village Location,1243192,Jacqueline,Manhattan,Greenwich Village,Entire home/apt,241,30,0,,,1
239055,Nolita Penthouse_Private Deck_Elev_,65064,Ashley & Nir,Manhattan,Chinatown,Entire home/apt,300,7,2,2014.10.6,0.03,1
239733,Astoria Garden Suite,1256874,Nancy,Queens,Ditmars Steinway,Entire home/apt,75,28,49,2019.6.26,0.53,1
239766,Lower East Side/Chinatown 1 Bedroom,1257309,Austin,Manhattan,Lower East Side,Entire home/apt,100,5,8,2018.5.18,0.11,1
239826,"Amazing 1 bed, live like a Newyorkr",1257760,Jay,Manhattan,Gramercy,Entire home/apt,399,1,0,,,1
239883,Private Room in Fort Green BK close to city,136962,Li,Brooklyn,Fort Greene,Private room,85,5,124,2019.5.25,1.32,1
239899,Spacious & Charming by Prospect Pk,1258363,Todd,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,80,21,5,2018.12.19,0.12,1
240800,Private Room Near Brooklyn Museum ,1263176,Joseph,Brooklyn,Prospect Heights,Private room,55,1,147,2019.6.30,1.57,1
241140,The Notorious B.N.B. { The Wallace },1177497,Jessica,Brooklyn,Clinton Hill,Private room,438,1,43,2019.4.14,0.46,11
241159,Clinton Hill 1 Bed Bright Loft Apartment,1264655,Ruari,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,6,8,2019.1.3,0.33,1
241862,Great Studio in W. Village - NYC!,1269455,Mike,Manhattan,West Village,Entire home/apt,200,2,37,2019.1.2,0.39,1
242532,The Notorious B.N.B. { The Swoon },1177497,Jessica,Brooklyn,Clinton Hill,Private room,279,1,120,2019.6.19,1.28,11
242643,"BIG 1br, SLEEPS 4, dishwashr, TV",1273825,Lauryn,Brooklyn,Williamsburg,Entire home/apt,137,1,24,2019.1.1,0.29,1
243229,2BR  Apt - 20min to Soho,1276497,Alon,Brooklyn,Bedford-Stuyvesant,Entire home/apt,280,3,5,2017.7.9,0.05,1
243708,Williamsburg  - Quiet and Comfy stay,288711,Andy,Brooklyn,Williamsburg,Entire home/apt,199,30,242,2019.4.1,2.59,1
245504,One Fabulous Private Room,714200,Baron,Manhattan,Inwood,Private room,71,4,229,2019.6.21,2.45,1
245544,NY/ Big Room for 2 near Manhattan,1260921,Victor,Bronx,Kingsbridge,Private room,42,2,108,2019.6.19,1.36,2
245574,Brooklyn Brownstone apartment,1288460,Al-,Brooklyn,Bedford-Stuyvesant,Entire home/apt,180,2,181,2019.6.5,1.92,1
245607,big 1 bedroom apt very central,825022,Jaidev,Manhattan,Chelsea,Entire home/apt,226,5,34,2019.7.1,0.39,1
246134,"Lovely, Large Room in Crown Heights",283604,Shelley,Brooklyn,Crown Heights,Private room,85,3,5,2016.10.2,0.05,1
246351,"Sweet Apt, Steps From Gramercy Park",1292250,Jerry,Manhattan,Gramercy,Entire home/apt,135,1,5,2015.8.17,0.06,1
246916,Quality Cozy Studio Next to Subway,3647,Rafael,Queens,Elmhurst,Entire home/apt,79,4,60,2019.6.25,0.64,2
246938,Scandinavian-apt for up to 5. LES,936630,Jens,Manhattan,Lower East Side,Entire home/apt,154,1,238,2019.6.23,2.59,1
248865,Loft Suite @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,Entire home/apt,199,3,34,2019.4.22,0.37,28
248871,4 BEDROOM -2BATHRM WEST VILLAGE DUPLEX  TOWNHOUSE,605463,West Village,Manhattan,West Village,Entire home/apt,700,3,131,2019.6.24,1.4,4
249414,Large & bright 900ftÂ² 1br in WV,1306587,Andy,Manhattan,West Village,Entire home/apt,246,4,6,2017.6.28,0.16,1
249618,At a very nice area in the WestSide,1307773,Karina,Manhattan,Washington Heights,Private room,125,60,4,2015.7.3,0.06,1
249867,HANCOCK VERY SMALL ROOM,758441,Fred,Brooklyn,Bedford-Stuyvesant,Private room,100,1,7,2018.10.7,0.08,4
250259,Pre-War Williamsburg Loft,1311398,Ben,Brooklyn,Williamsburg,Entire home/apt,295,5,125,2019.7.7,3.04,1
250311,1 Bedroom Available In My Two Bedroom Flat,945499,Kyle,Brooklyn,Crown Heights,Private room,150,3,0,,,1
250323,SPACIOUS PRIVATE LITTLE ITALY FLAT,1311870,Christy,Manhattan,Chinatown,Entire home/apt,119,1,49,2014.12.3,0.58,1
250536,The Lenox in Harlem,1313306,Yvette,Manhattan,Harlem,Private room,125,1,11,2017.9.25,0.12,2
250537,The Lenox in Harlem,1313306,Yvette,Manhattan,Harlem,Entire home/apt,400,5,0,,,2
250801, Heart & Soul of Greenwich Village ,1314834,Rhona,Manhattan,Greenwich Village,Entire home/apt,850,3,107,2019.5.23,1.15,1
251262,Prime Williamsburg Loft off Bedford,1278802,Anne,Brooklyn,Williamsburg,Private room,129,2,241,2019.6.29,2.6,1
251277,Private Bdrm /Bath 1 block Ctrl Prk,1317343,Carol,Manhattan,Upper West Side,Private room,140,1,176,2019.6.29,1.89,1
252076,+Highly Satisfactory LES dwelling++,297769,Tunji,Manhattan,Chinatown,Private room,115,4,151,2019.6.16,1.63,2
252607,Whole apartment / 2 bedroom in NYC,1325961,Chris,Manhattan,East Harlem,Entire home/apt,200,3,49,2018.8.9,0.53,2
253332,"Spacious, modern loft in awesome neighborhood",552343,Cynthia,Brooklyn,Sunset Park,Entire home/apt,96,120,13,2018.9.1,0.14,1
253466,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,Entire home/apt,199,3,33,2019.6.24,0.47,28
253471,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,Entire home/apt,199,3,24,2018.11.6,0.32,28
253475,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,Entire home/apt,199,3,59,2019.6.24,0.66,28
253548,Well Kept  Private Room around  Brighton  Beach,1331493,Olia,Brooklyn,Brighton Beach,Private room,69,1,2,2015.6.25,0.04,1
253590,Large 1 Bedroom furnished on UWS,1331850,G,Manhattan,Upper West Side,Entire home/apt,185,2,16,2019.6.28,0.23,1
253623,Chez Carine - Privacy in Manhattan,1332108,Cici,Manhattan,Harlem,Private room,81,2,72,2018.11.26,0.77,1
253800,Loft Suite @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,Entire home/apt,199,3,24,2019.4.25,0.26,28
253803,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,Entire home/apt,199,3,23,2019.6.22,0.26,28
253806,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,Entire home/apt,199,3,43,2019.7.2,0.47,28
253811,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,Entire home/apt,199,3,30,2019.7.3,0.32,28
253815,Loft Suite @ The Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,Entire home/apt,199,3,39,2019.6.29,0.44,28
253828,Duplex w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,Private room,349,3,8,2018.7.26,0.09,28
253839,Loft w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,Private room,249,3,3,2015.11.3,0.03,28
253842,1 BR w/ Terrace @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,Private room,299,3,6,2018.4.19,0.1,28
253846,Superior @ Box House,417504,The Box House Hotel,Brooklyn,Greenpoint,Private room,179,3,4,2015.12.4,0.05,28
254131,"Read it 1st, A seprat fur BR, low $",1267021,Sharma,Queens,Jackson Heights,Private room,54,5,56,2019.7.6,0.66,3
254168,2 BR Duplex @ Box House Hotel,417504,The Box House Hotel,Brooklyn,Greenpoint,Private room,599,3,7,2018.11.16,0.08,28
254409,Husband & Wife Art-Filled Apartment,1336542,Stephanie,Brooklyn,Clinton Hill,Entire home/apt,110,1,2,2014.1.13,0.03,1
255024,"3BR, 2 bathroom condo in Bushwick",1340007,Roger,Brooklyn,Bushwick,Entire home/apt,220,2,178,2019.6.24,2.69,1
255601,Cozy 2 Bedroom 20 Min from City,1343630,Antonio,Brooklyn,Bedford-Stuyvesant,Entire home/apt,170,2,190,2019.6.23,2.04,1
255957,NOLITA! LOCATION! LOCATION! VIEWS! FREE GYM!,506779,Claudia,Manhattan,Nolita,Entire home/apt,495,7,25,2019.6.30,0.27,2
256078,"Entire apt NYC, Queens. 15 min from Times Square.",1346437,Cristina,Queens,Sunnyside,Entire home/apt,80,10,81,2019.5.31,0.98,2
256328,Luxury Chelsea Townhouse at the High Line,1347034,Janine,Manhattan,Chelsea,Entire home/apt,760,2,7,2019.6.22,0.08,1
256369,Alchemy BnB - room in artist loft,1348494,Pamela,Brooklyn,Cobble Hill,Private room,98,4,216,2019.7.1,2.31,1
257097,Sunny! 2br Steps to train/restaurants - 15 to NYC,315401,Jaime,Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,30,31,2019.1.28,0.33,1
257568,Zen Den (Airport Pickup: JFK & LGA),1123923,Adolfo,Brooklyn,Cypress Hills,Private room,48,90,53,2017.8.12,0.57,2
257787,Heart of Williamsburg. Brand New.,1356046,Daniel,Brooklyn,Williamsburg,Private room,64,3,247,2019.6.21,2.65,2
258284,"Fresh, Clean Brooklyn Garden Apt.",1358312,S,Brooklyn,Clinton Hill,Entire home/apt,154,3,233,2019.4.10,2.5,1
258397,Guest Apartment in Owner Occupied Home,1354758,Annie,Brooklyn,Park Slope,Entire home/apt,139,3,135,2019.6.24,1.45,1
258686,My Home Is Your Home,1233267,Kim,Queens,St. Albans,Private room,75,4,20,2015.12.30,0.23,1
258688,Spacious & Stylish Chelsea One Bedroom Apartment,436599,Chad,Manhattan,West Village,Entire home/apt,325,4,46,2019.6.2,0.5,1
258690,CHELSEA 1 Bdrm Plus Sleeping Loft!!,1359611,Andrea,Manhattan,Chelsea,Entire home/apt,195,365,10,2014.10.26,0.12,1
258740,Spacious room in beautiful apt! ,1360043,Adrienne,Manhattan,Harlem,Private room,58,1,143,2018.6.30,2.83,1
258838,"Oceanview,close to Manhattan",1360198,Marina,Staten Island,Arrochar,Entire home/apt,250,2,21,2019.5.22,0.26,4
258876,"Affordable rooms,all transportation",1360198,Marina,Staten Island,Arrochar,Private room,50,7,0,,,4
259946,"Budget stay, near transportation",1360198,Marina,Staten Island,Arrochar,Entire home/apt,125,2,8,2019.5.19,0.09,4
260451,Fort Greene brownstone 1BR- SUBLET,52335,Alexander,Brooklyn,Fort Greene,Entire home/apt,70,7,4,2017.8.28,0.05,2
260765,NewYork Modern Pre-War LoftStudio ,480943,Ro,Manhattan,Upper East Side,Entire home/apt,189,2,314,2019.7.1,3.45,2
261194,Cozy Artist Duplex **Bedstuy Charm**,696482,Christine,Brooklyn,Bedford-Stuyvesant,Entire home/apt,130,3,18,2019.6.18,0.25,1
261259,Apartment in Best location in NYC,1370358,Keiko,Manhattan,West Village,Entire home/apt,145,7,11,2015.5.27,0.12,1
261344,Inspired in Historic Downtown NYC!,568103,Liah,Manhattan,Financial District,Private room,101,7,51,2019.6.2,0.55,1
261674,Chelsea/West Village - 2bdrm apt,1372786,Lindsey,Manhattan,Chelsea,Private room,95,5,20,2017.4.1,0.33,1
261781,1500+ sq ft 2BR West Village Loft,1359519,Nadya,Manhattan,West Village,Entire home/apt,375,7,8,2017.12.30,0.12,1
262343,Cozy & Clean Lower East Side Apt.,1376385,Lauren,Manhattan,Lower East Side,Entire home/apt,153,31,59,2019.6.6,0.63,1
262405,Spacious Townhome Apt in Brooklyn,1376778,Wade,Brooklyn,East Flatbush,Entire home/apt,92,4,54,2019.6.24,0.62,1
262478,Chic + Stylish room in heart of LowerEastSide NYC!,535128,Juliana,Manhattan,Lower East Side,Private room,80,5,10,2018.12.31,0.46,1
262583,Landmark 2 Bedroom West Village NYC,605463,West Village,Manhattan,West Village,Entire home/apt,300,4,153,2019.6.25,1.66,4
263005,2 bedroom apt in charming brick townhouse,1380060,Marisa And Colin,Brooklyn,Fort Greene,Entire home/apt,145,3,110,2019.6.2,1.2,1
263190,Room in East Village with Private Entrance,1020539,Dominique,Manhattan,East Village,Private room,88,2,69,2019.1.1,0.91,2
263232,Cozy&Clean in a great neighborhood,1381171,Nicole,Manhattan,Harlem,Entire home/apt,155,1,1,2019.1.27,0.18,1
263502,Prime Williamsburg 1/BD New Condo,1382749,Shaun,Brooklyn,Williamsburg,Entire home/apt,185,180,24,2015.8.19,0.26,1
263776,City Skyline Views from every room!,1384111,Joanne,Queens,Sunnyside,Private room,73,2,95,2019.1.2,1.02,2
263888,Contemporary & Classic Sanctuary on the Hudson,1384559,C,Manhattan,Upper West Side,Entire home/apt,225,2,129,2019.4.28,1.41,1
264323,Comfortable Manhattanville,305972,Allan,Manhattan,Morningside Heights,Private room,85,7,171,2019.3.31,1.84,2
265036,Private room w/ queen bed + rooftop,21188,Leo,Brooklyn,Crown Heights,Private room,99,2,20,2019.6.9,0.59,1
265064,Zen Eyrie _irport Pick-Up: JFK/LGA,1123923,Adolfo,Brooklyn,Cypress Hills,Private room,48,90,17,2017.5.3,0.27,2
265145,Studio sublet in Hell's kitchen,1390947,Akiko,Manhattan,Theater District,Entire home/apt,200,5,8,2015.1.8,0.09,1
265506,Luxury NYC 2 Bedroom with Terrace,1392440,Sandra,Manhattan,Upper East Side,Entire home/apt,485,7,11,2015.11.1,0.12,1
265831,Bright unique designer loft in Soho,1394190,Jen,Manhattan,Nolita,Entire home/apt,310,5,5,2018.7.5,0.09,1
265912,Spacious  2 bed Loft apartment Bedford L,1394719,Jill,Brooklyn,Williamsburg,Entire home/apt,110,4,0,,,1
266146,Beautiful studio by Central Park,1385157,Brian,Manhattan,Upper West Side,Entire home/apt,109,30,36,2019.3.19,0.39,5
266155,One bed suite with private garden,1385157,Brian,Manhattan,Upper West Side,Entire home/apt,167,30,16,2019.3.31,0.17,5
266351,SUNNY 1 Bedroom APT in Fort Greene - BROOKLYN,1396546,Elena,Brooklyn,Fort Greene,Entire home/apt,147,15,5,2018.7.12,0.12,1
266437,West Village cozy 2 bedroom  NYC ,1397061,Asia Joanna,Manhattan,Chelsea,Entire home/apt,220,4,0,,,1
266449,2 Bedroom Gem - Prime LES Location,1397115,Drew,Manhattan,Lower East Side,Entire home/apt,195,4,68,2019.6.3,0.77,1
266756,REAL 2BR-HEART OF SOHO-LITTLE ITALY,1398809,Roberto  Mike,Manhattan,Little Italy,Entire home/apt,199,28,89,2018.6.30,0.99,1
267376,BIG ROOM / DOWNTOWN  LOFT /,638721,Fred,Manhattan,Financial District,Private room,65,30,10,2019.6.24,1.02,1
267435,Large Sunny Bedroom in QNS NYC,1402454,Jocelin,Queens,Rego Park,Private room,55,1,38,2019.7.1,0.85,1
267535,Home Away From Home-Room in Bronx,1402951,Clara,Bronx,Wakefield,Private room,50,2,15,2019.6.9,0.17,1
267652,Private clean pleasant spacious room.,164675,Janice,Brooklyn,Kensington,Private room,60,2,20,2019.1.21,0.42,1
268392,SUNNY 2-bdrm CHILD-friendly Uptwn by Centrl Park!,1406773,Eyal And Amy,Manhattan,Harlem,Entire home/apt,130,2,35,2019.5.27,0.42,1
268481,Resort-like living in Williamsburg,1380703,Vishal,Brooklyn,Williamsburg,Entire home/apt,290,30,1,2013.9.24,0.01,1
268868,Hudson Yards with views of The Highline Park,1408733,Sergio,Manhattan,Chelsea,Entire home/apt,350,3,64,2019.6.2,0.7,1
269283,Brooklyn: A Huge Bedroom + Good Vibes,1410714,Antoinette,Brooklyn,Crown Heights,Private room,50,3,26,2019.2.16,0.33,1
269889,One stop from Midtown Manhattan!,1413098,M,Queens,Long Island City,Private room,96,2,244,2019.6.25,2.74,1
270139,"Private Room Very Near L train, Bushwick",1093220,Chavisa,Brooklyn,Bushwick,Private room,45,15,21,2019.1.15,0.29,3
270231,Cozy New York  City private room,1366310,Janina,Queens,Woodside,Private room,85,2,270,2019.7.7,2.95,2
270315,Bed-stuy Royal Room,1398639,Juliet,Brooklyn,Bedford-Stuyvesant,Private room,34,10,16,2019.3.27,0.19,3
270345,SUPER CUTE EAST VILLAGE APARTMENT,1415590,Cameron,Manhattan,East Village,Entire home/apt,250,3,24,2019.6.27,0.26,1
270680,GREAP STUDIO / 4PPL IN MIDTOWN,1315849,Javier Pedraza,Brooklyn,Williamsburg,Private room,190,1,30,2019.6.28,0.33,2
270681,BEDFORD AV.  ROOM IN WILLIAMSBURG..,1315849,Javier Pedraza,Brooklyn,Williamsburg,Private room,75,2,5,2015.9.7,0.06,2
271083,Sleep & Wake near Botanical Gardens,1217923,Kevin,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,93,4,115,2019.6.12,1.25,1
271128,Tranquil in the heart of Brooklyn 2,1417166,Lex,Brooklyn,Bedford-Stuyvesant,Private room,60,5,9,2019.6.25,0.19,2
271130,Tranquil in the heart of Brooklyn 1,1417166,Lex,Brooklyn,Bedford-Stuyvesant,Private room,65,5,45,2019.5.26,0.52,2
271694,"Easy, comfortable studio in Midtown",1387370,James,Manhattan,Midtown,Entire home/apt,125,365,19,2015.9.8,0.21,1
271950,Huge luxury 1BR apt near Central Park South(4 ppl),1362808,Max,Manhattan,Upper East Side,Entire home/apt,300,3,5,2018.12.31,0.08,1
271954,Beautiful brownstone apartment,1423798,Aj,Manhattan,Greenwich Village,Entire home/apt,150,2,203,2019.6.20,2.22,1
272026,1 Bd. MANHATTAN NY Entire Apt. 1 yr-6 months min.,1423613,Arthur,Manhattan,Washington Heights,Entire home/apt,56,122,20,2018.1.2,0.41,1
272044,Luxury Designer Downtown Apartment,1195295,M,Manhattan,East Village,Entire home/apt,299,3,49,2018.10.27,0.53,1
272427,Spacious room on charming block in Greenpoint!,511993,Diana,Brooklyn,Greenpoint,Private room,60,4,6,2019.4.21,0.07,1
272706,"SUNNY, SPACIOUS APT. in  FT. GREENE",1402817,Valerie,Brooklyn,Fort Greene,Entire home/apt,88,5,7,2017.6.18,0.08,1
272738,Guest Room in Authentic Williamsburg Factory Loft,1427381,Elizabeth,Brooklyn,Williamsburg,Private room,60,2,35,2019.6.30,0.38,2
273190,6 Bedroom Landmark West Village Townhouse,605463,West Village,Manhattan,West Village,Entire home/apt,1300,5,28,2018.9.25,0.31,4
273256,Beautiful bed and bath - Manhattan,1429642,Delia,Manhattan,East Harlem,Private room,200,6,0,,,1
274062,Beautiful Room Near Central Park!,1433395,Stacia,Manhattan,Harlem,Private room,99,2,54,2019.6.24,0.88,1
274329,Fantastic 1-bedroom basement apt.,1434654,Andrew,Brooklyn,Bushwick,Entire home/apt,110,3,115,2019.6.25,1.75,2
274376,"Private Clinton Hill, Brooklyn Apt",1434931,Aaron,Brooklyn,Clinton Hill,Entire home/apt,135,5,6,2019.6.24,0.13,1
274743,Charming furnished Studio-Loft,1436404,Catherine,Manhattan,Upper East Side,Entire home/apt,110,15,1,2014.8.31,0.02,1
275976,Lovely 2 bedroom apartment with backyard access,1417757,Kwab,Brooklyn,Bedford-Stuyvesant,Entire home/apt,165,3,204,2019.6.30,2.31,1
276216,Nights in White Satin in the Slope,1440691,Dena,Brooklyn,Sunset Park,Entire home/apt,127,180,1,2016.9.1,0.03,1
276317,"The Carlton, Brooklyn brownstone Duplex w/ garden",130901,Chauncey,Brooklyn,Prospect Heights,Entire home/apt,402,3,89,2019.6.23,0.97,1
276482,Comfortable Manhattanville.,305972,Allan,Manhattan,Harlem,Private room,85,6,130,2019.6.2,1.42,2
277207,Beautiful lrg 1800's syle apt share,1447684,Rosa,Brooklyn,Greenpoint,Private room,75,7,15,2019.6.8,0.25,3
277370,Location wins for East Village Apt,1448432,Jim,Manhattan,East Village,Entire home/apt,139,30,52,2019.5.13,0.6,1
277883,Sunny Entire Apt with Romantic Bedroom,950657,Michelle,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,70,6,58,2017.12.29,0.63,1
278090,Furnished room for rent - Manhattan,1451723,Bia,Manhattan,East Harlem,Private room,50,3,208,2019.6.11,2.32,1
278145,Large Room in a Huge NY apartment.,1452026,Heidi,Queens,Astoria,Private room,30,5,3,2017.6.20,0.03,1
278631,West Village NYC Sun-filled Studio!,1132207,Cathryne,Manhattan,West Village,Entire home/apt,250,30,7,2013.4.21,0.08,1
278876,"Large, furnished room in a 2 bedroom!",368528,Ally,Brooklyn,Crown Heights,Private room,64,1,1,2017.3.18,0.04,1
279093,Huge Apartment!  Amazing View!,1455825,Erica,Manhattan,Harlem,Entire home/apt,300,3,2,2018.4.10,0.06,1
279857,#1 Yellow Block BnB/see at Net Flix Show Stay Here,1420300,Gordy,Brooklyn,Bedford-Stuyvesant,Entire home/apt,800,4,122,2019.7.2,1.37,1
279969,Cozy Brownstone Inn I(studio),240427,Naimah,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,3,63,2019.6.18,0.72,2
280315,Crown Height's Brooklyn Cozy Apt,1151818,Gabrielle,Brooklyn,Crown Heights,Entire home/apt,250,5,26,2014.10.31,0.28,1
281521,Amazing West Village 2br,70614,Vimal,Manhattan,West Village,Entire home/apt,200,27,1,2012.10.2,0.01,1
281756,Authentic NY Charming Artist Loft,1468658,Barbara,Brooklyn,Greenpoint,Entire home/apt,140,5,14,2019.6.19,0.16,1
281851,Beautiful Private Bedroom - Downstairs,1469036,Tw,Manhattan,Harlem,Private room,130,1,107,2019.6.25,2.38,1
282341,Kensington/Ditmas Park pied-a-terre,1471384,Dan,Brooklyn,Kensington,Entire home/apt,90,30,3,2017.7.30,0.05,1
282443,QT STUDIO FOR ROMANTIC COUPLES,36897,Lydia,Manhattan,Chinatown,Entire home/apt,90,3,107,2019.5.18,1.17,1
282514,"Own Room & Bath, Sunny Town House, 18"" to Wall St",1464358,Dian,Brooklyn,Bedford-Stuyvesant,Private room,97,3,29,2019.6.25,1.57,1
282863,Cozy & Charming Boerum Hill Flat,322934,Kate,Brooklyn,Gowanus,Entire home/apt,91,6,69,2019.6.21,0.76,1
282977,Park Slope Brooklyn!  Sunny Bedroom.,1474071,Diana,Brooklyn,Park Slope,Private room,125,3,232,2019.7.6,2.52,1
283072,One bedroom sharing Bathroom,1474637,Eliza,Brooklyn,Cypress Hills,Private room,75,7,0,,,1
283090,Spacious East Village Apartment,511175,Luis,Manhattan,East Village,Entire home/apt,180,7,24,2018.8.10,0.26,2
283184,Huge Williamsburg Loft..Perfect for Big Groups!,1427381,Elizabeth,Brooklyn,Williamsburg,Entire home/apt,300,7,0,,,2
283272,Stylish Garden House - Trendy area,524730,Oz,Brooklyn,Williamsburg,Entire home/apt,100,19,5,2016.8.3,0.06,2
283550,Hells Kitchen Ground Fl 1-bedroom,1476954,Jose,Manhattan,Hell's Kitchen,Entire home/apt,175,3,10,2019.4.21,0.23,1
284208,Pre War Park Slope on Prospect Park,1366270,Louisa,Brooklyn,South Slope,Private room,65,4,36,2018.11.12,0.47,2
284855,Charming Apt in the Best Location!,1482460,Dara,Manhattan,West Village,Entire home/apt,240,5,94,2019.6.19,1.1,1
285442,Huge room with private balcony,1475866,Jesper,Manhattan,East Village,Private room,300,6,1,2013.5.6,0.01,1
285492,Amazing 1 bedroom apt with NYC View,1486034,Eric,Manhattan,Chelsea,Entire home/apt,385,1,63,2018.8.3,0.71,1
285716,Great spacious room by the L train!,1487126,Anamaria,Brooklyn,Bushwick,Private room,47,15,5,2013.9.11,0.06,1
286662,Charming Brooklyn Studio,1491538,Erika,Brooklyn,Crown Heights,Entire home/apt,110,3,238,2019.7.2,2.6,1
286838,Private Room in Brownstone,1492339,Karin,Manhattan,Harlem,Private room,75,2,101,2015.10.31,1.1,1
287397,Bed Stuy Pride! Welcome to Brooklyn,1029021,Jameelah,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,3,21,2019.6.24,0.23,3
287408,Lovely Hell's Kitchen Studio...,1495090,Carey,Manhattan,Hell's Kitchen,Entire home/apt,165,2,72,2018.7.31,0.82,1
287417,HOT SPOT FOR 20 AND 30 SOMETHING'S,1495196,Yvette,Brooklyn,Bedford-Stuyvesant,Entire home/apt,300,2,40,2019.6.23,0.68,1
